,image_file,bbox,label
39,ABmframe00301.jpg,"[[88, 389, 129, 412]]",2
40,ABmframe00313.jpg,"[[157, 274, 184, 325]]",2
41,ABmframe00322.jpg,"[[193, 304, 221, 351]]",2
42,ABmframe00412.jpg,"[[325, 322, 366, 375]]",2
43,ABsframe00001.jpg,"[[296, 227, 321, 290]]",2
44,ABsframe00004.jpg,"[[292, 225, 316, 284]]",2
45,ABsframe00019.jpg,"[[348, 225, 374, 287]]",2
46,ABsframe00064.jpg,"[[460, 227, 476, 296]]",2
47,ABsframe00067.jpg,"[[446, 222, 465, 294]]",2
48,ABsframe00094.jpg,"[[312, 221, 334, 266]]",2
49,ABsframe00100.jpg,"[[269, 202, 291, 260]]",2
50,ABsframe00133.jpg,"[[93, 392, 128, 428]]",2
51,ABsframe00151.jpg,"[[179, 265, 210, 315]]",2
52,ABsframe00184.jpg,"[[426, 269, 449, 355]]",2
53,ABsframe00190.jpg,"[[422, 265, 446, 351]]",2
54,ABsframe00214.jpg,"[[390, 247, 406, 330]]",2
55,ABsframe00223.jpg,"[[411, 251, 435, 324]]",2
56,ABsframe00241.jpg,"[[432, 265, 454, 332]]",2
57,ABsframe00256.jpg,"[[365, 282, 403, 344]]",2
58,billete_0001.jpg,"[[147, 4, 583, 588]]",3
59,billete_0002.jpg,"[[0, 175, 311, 600], [138, 99, 471, 505], [250, 27, 529, 306], [363, 1, 600, 191]]",3
60,billete_0003.jpg,"[[0, 67, 598, 600]]",3
61,billete_0004.jpg,"[[176, 256, 399, 441]]",3
62,billete_0005.jpg,"[[10, 13, 589, 590]]",3
63,billete_0006.jpg,"[[90, 130, 535, 429]]",3
64,billete_0007.jpg,"[[109, 44, 413, 394], [203, 115, 533, 526]]",3
65,billete_0008.jpg,"[[96, 144, 534, 454]]",3
66,billete_0010.jpg,"[[42, 125, 250, 257], [207, 165, 462, 429], [424, 194, 543, 282]]",3
67,billete_0011.jpg,"[[295, 113, 600, 450]]",3
68,billete_0012.jpg,"[[42, 12, 523, 379]]",3
69,billete_0013.jpg,"[[181, 1, 578, 589]]",3
70,billete_0014.jpg,"[[0, 1, 600, 600]]",3
71,billete_0015.jpg,"[[88, 110, 510, 442]]",3
72,billete_0016.jpg,"[[141, 320, 546, 600]]",3
73,billete_0017.jpg,"[[172, 140, 448, 394]]",3
74,billete_0020.jpg,"[[27, 36, 584, 581]]",3
75,billete_0021.jpg,"[[65, 57, 365, 493]]",3
76,billete_0022.jpg,"[[123, 63, 375, 399]]",3
77,billete_0023.jpg,"[[36, 39, 489, 600]]",3
78,billete_0024.jpg,"[[35, 54, 126, 338], [162, 208, 322, 388], [330, 19, 425, 293], [468, 151, 580, 437]]",3
79,billete_0025.jpg,"[[219, 180, 380, 380]]",3
80,billete_0026.jpg,"[[97, 153, 485, 528]]",3
81,billete_0027.jpg,"[[206, 1, 528, 541]]",3
82,billete_0031.jpg,"[[301, 132, 545, 512]]",3
83,billete_0032.jpg,"[[3, 184, 542, 572]]",3
84,billete_0033.jpg,"[[175, 187, 442, 385]]",3
85,billete_0034.jpg,"[[40, 51, 550, 556]]",3
86,billete_0035.jpg,"[[139, 62, 427, 230]]",3
87,billete_0036.jpg,"[[2, 84, 432, 298], [2, 174, 445, 594]]",3
88,billete_0037.jpg,"[[60, 71, 588, 453]]",3
89,billete_0038.jpg,"[[2, 3, 490, 567]]",3
90,billete_0043.jpg,"[[41, 3, 447, 313], [41, 305, 475, 600]]",3
91,billete_0044.jpg,"[[57, 52, 558, 423]]",3
92,billete_0045.jpg,"[[24, 157, 545, 564]]",3
93,billete_0046.jpg,"[[10, 8, 567, 298], [32, 211, 595, 489]]",3
94,billete_0047.jpg,"[[54, 118, 571, 501]]",3
95,billete_0048.jpg,"[[209, 157, 503, 406]]",3
96,billete_0050.jpg,"[[2, 158, 600, 553]]",3
97,billete_0052.jpg,"[[129, 40, 417, 541]]",3
98,billete_0053.jpg,"[[257, 42, 591, 342], [190, 268, 555, 600]]",3
99,billete_0055.jpg,"[[163, 230, 470, 557], [224, 39, 509, 287]]",3
100,billete_0056.jpg,"[[50, 3, 600, 600]]",3
101,billete_0057.jpg,"[[34, 163, 567, 572], [2, 12, 586, 368]]",3
102,billete_0058.jpg,"[[113, 275, 488, 405]]",3
103,billete_0059.jpg,"[[107, 3, 536, 590]]",3
104,billete_0060.jpg,"[[72, 10, 501, 578]]",3
105,billete_0061.jpg,"[[166, 3, 476, 504]]",3
106,billete_0063.jpg,"[[2, 3, 516, 539]]",3
107,billete_0064.jpg,"[[148, 222, 511, 436]]",3
108,billete_0065.jpg,"[[80, 62, 506, 534]]",3
109,billete_0066.jpg,"[[2, 49, 579, 600], [277, 12, 597, 364]]",3
110,billete_0067.jpg,"[[56, 3, 589, 600]]",3
111,billete_0069.jpg,"[[23, 32, 574, 548]]",3
112,billete_0071.jpg,"[[150, 22, 521, 583]]",3
113,billete_0073.jpg,"[[128, 103, 576, 521]]",3
114,billete_0076.jpg,"[[56, 14, 438, 478]]",3
115,billete_0078.jpg,"[[46, 92, 514, 553]]",3
116,billete_0080.jpg,"[[114, 57, 504, 600]]",3
117,billete_0085.jpg,"[[110, 89, 496, 499]]",3
118,billete_0086.jpg,"[[104, 108, 517, 540]]",3
119,billete_0090.jpg,"[[73, 105, 465, 587]]",3
120,billete_0091.jpg,"[[152, 162, 511, 477]]",3
121,billete_0092.jpg,"[[53, 3, 538, 586]]",3
122,billete_0094.jpg,"[[78, 129, 528, 417]]",3
123,billete_0096.jpg,"[[156, 173, 348, 316]]",3
124,billete_0097.jpg,"[[146, 135, 417, 342], [120, 343, 407, 583]]",3
125,billete_0098.jpg,"[[75, 152, 364, 321]]",3
126,billete_0099.jpg,"[[63, 185, 398, 474]]",3
127,billete_0100.jpg,"[[129, 30, 441, 294]]",3
128,billete_0120.jpg,"[[253, 248, 279, 327], [315, 376, 358, 433]]",3
129,billete_0121.jpg,"[[154, 240, 198, 291], [374, 238, 423, 297]]",3
130,billete_0125.jpg,"[[280, 340, 335, 394]]",3
131,billete_0127.jpg,"[[292, 318, 342, 416]]",3
132,billete_0130.jpg,"[[273, 220, 298, 303], [329, 277, 372, 346]]",3
133,billete_0131.jpg,"[[252, 267, 279, 313]]",3
134,billete_0132.jpg,"[[277, 305, 315, 382], [318, 376, 365, 438]]",3
135,billete_0133.jpg,"[[284, 292, 319, 370]]",3
136,billete_0135.jpg,"[[209, 121, 243, 178], [296, 280, 324, 352]]",3
137,billete_0136.jpg,"[[313, 303, 340, 387]]",3
138,billete_0137.jpg,"[[303, 341, 348, 424]]",3
139,billete_0139.jpg,"[[291, 278, 330, 362]]",3
140,billete_0140.jpg,"[[273, 333, 329, 392]]",3
141,billete_0146.jpg,"[[300, 257, 350, 340]]",3
142,billete_0148.jpg,"[[280, 151, 319, 225]]",3
143,billete_0150.jpg,"[[270, 165, 303, 239], [321, 566, 364, 596]]",3
144,billete_0159.jpg,"[[330, 190, 367, 234]]",3
145,billete_0160.jpg,"[[281, 277, 326, 358]]",3
146,billete_0161.jpg,"[[363, 180, 424, 293], [278, 307, 370, 446]]",3
147,billete_0163.jpg,"[[404, 302, 446, 367]]",3
148,billete_0164.jpg,"[[358, 341, 403, 403]]",3
149,billete_0165.jpg,"[[347, 354, 403, 413], [346, 475, 413, 552]]",3
150,billete_0166.jpg,"[[259, 337, 385, 520], [318, 181, 392, 240]]",3
151,billete_0168.jpg,"[[268, 342, 319, 403], [321, 333, 348, 401]]",3
152,billete_0174.jpg,"[[165, 188, 198, 248]]",3
153,billete_0175.jpg,"[[283, 184, 310, 240]]",3
154,billete_0177.jpg,"[[234, 176, 303, 220]]",3
155,billete_0178.jpg,"[[205, 134, 267, 260], [474, 142, 532, 258]]",3
156,billete_0180.jpg,"[[224, 270, 292, 330]]",3
157,billete_0181.jpg,"[[264, 281, 311, 338]]",3
158,billete_0183.jpg,"[[268, 245, 302, 331], [291, 241, 325, 287]]",3
159,billete_0184.jpg,"[[308, 299, 361, 346], [283, 286, 340, 313]]",3
160,billete_0185.jpg,"[[269, 255, 353, 350]]",3
161,billete_0188.jpg,"[[216, 180, 257, 295], [316, 198, 370, 317]]",3
162,billete_0189.jpg,"[[208, 217, 248, 330], [335, 210, 382, 332]]",3
163,billete_0190.jpg,"[[287, 250, 327, 366], [303, 248, 341, 367]]",3
164,billete_0193.jpg,"[[286, 325, 340, 401], [263, 322, 304, 410], [250, 323, 284, 396]]",3
165,billete_0194.jpg,"[[214, 441, 255, 510], [208, 441, 253, 518], [197, 453, 253, 541]]",3
166,billete_0198.jpg,"[[264, 183, 296, 257]]",3
167,billete_0199.jpg,"[[280, 510, 321, 576]]",3
168,billete_0201.jpg,"[[323, 208, 403, 329]]",3
169,billete_0202.jpg,"[[265, 446, 317, 544]]",3
170,billete_0205.jpg,"[[201, 277, 285, 427], [208, 321, 279, 426]]",3
171,billete_0206.jpg,"[[255, 246, 313, 376], [255, 272, 305, 374]]",3
172,billete_0207.jpg,"[[170, 341, 238, 451], [354, 405, 421, 505], [353, 370, 427, 441]]",3
173,billete_0208.jpg,"[[220, 408, 274, 557], [208, 400, 254, 538], [365, 426, 401, 548]]",3
174,billete_2011.jpg,"[[182, 132, 445, 588]]",3
175,billete_2012.jpg,"[[192, 170, 472, 368]]",3
176,billete_2013.jpg,"[[166, 86, 344, 556]]",3
177,billete_2014.jpg,"[[260, 67, 409, 443]]",3
178,billete_2015.jpg,"[[323, 280, 459, 495]]",3
179,billete_2016.jpg,"[[228, 153, 392, 387]]",3
180,billete_2017.jpg,"[[157, 232, 394, 402]]",3
181,billete_2018.jpg,"[[96, 91, 350, 562]]",3
182,billete_2019.jpg,"[[248, 316, 418, 464]]",3
183,billete_2020.jpg,"[[61, 163, 267, 600], [168, 203, 347, 600], [240, 202, 414, 600], [270, 173, 466, 485], [270, 120, 495, 338], [260, 22, 485, 165], [254, 1, 448, 151]]",3
184,billete_2021.jpg,"[[16, 20, 332, 353], [213, 144, 581, 600]]",3
185,billete_2022.jpg,"[[41, 53, 518, 547]]",3
186,billete_2023.jpg,"[[43, 79, 554, 488]]",3
187,billete_2024.jpg,"[[0, 80, 600, 546]]",3
188,billete_2025.jpg,"[[56, 57, 547, 538]]",3
189,billete_2026.jpg,"[[28, 86, 336, 349]]",3
190,billete_2027.jpg,"[[68, 17, 554, 392], [12, 501, 324, 600]]",3
191,billete_2028.jpg,"[[131, 1, 481, 600]]",3
192,billete_2029.jpg,"[[257, 115, 471, 533]]",3
193,billete_2030.jpg,"[[216, 41, 509, 423]]",3
194,billete_2031.jpg,"[[170, 130, 470, 361]]",3
195,billete_2032.jpg,"[[165, 149, 301, 461]]",3
196,billete_2033.jpg,"[[36, 36, 421, 568]]",3
197,billete_2034.jpg,"[[66, 208, 492, 559]]",3
198,billete_2035.jpg,"[[128, 56, 469, 312]]",3
199,billete_2036.jpg,"[[223, 81, 495, 399]]",3
200,billete_2037.jpg,"[[28, 9, 556, 580]]",3
201,billete_2038.jpg,"[[140, 5, 474, 539]]",3
202,billete_2039.jpg,"[[294, 175, 533, 427]]",3
203,billete_2040.jpg,"[[203, 73, 440, 364]]",3
204,billete_2041.jpg,"[[209, 205, 470, 457]]",3
205,billete_2042.jpg,"[[192, 153, 456, 459]]",3
206,billete_2043.jpg,"[[53, 1, 565, 598]]",3
207,billete_2044.jpg,"[[5, 47, 542, 517]]",3
208,billete_2045.jpg,"[[86, 63, 420, 600]]",3
209,billete_2046.jpg,"[[200, 122, 458, 385]]",3
210,billete_2047.jpg,"[[241, 238, 419, 491]]",3
211,billete_2048.jpg,"[[193, 131, 393, 412]]",3
212,billete_2049.jpg,"[[85, 1, 442, 598]]",3
213,billete_2050.jpg,"[[121, 33, 457, 445]]",3
214,billete_2051.jpg,"[[39, 66, 495, 536]]",3
215,billete_2052.jpg,"[[139, 15, 495, 593]]",3
216,billete_2053.jpg,"[[203, 3, 559, 523]]",3
217,billete_2054.jpg,"[[271, 117, 589, 390]]",3
218,billete_2055.jpg,"[[55, 81, 582, 518]]",3
219,billete_2056.jpg,"[[10, 36, 578, 568]]",3
220,billete_2057.jpg,"[[53, 43, 571, 518]]",3
221,billete_2058.jpg,"[[214, 147, 405, 354]]",3
222,billete_2059.jpg,"[[3, 1, 582, 598]]",3
223,billete_2060.jpg,"[[19, 31, 395, 251]]",3
224,billete_2061.jpg,"[[139, 190, 390, 363]]",3
225,billete_2062.jpg,"[[179, 48, 496, 600]]",3
226,billete_2063.jpg,"[[157, 20, 522, 600]]",3
227,billete_2064.jpg,"[[62, 56, 563, 483]]",3
228,billete_2065.jpg,"[[204, 107, 450, 415]]",3
229,billete_2066.jpg,"[[144, 11, 429, 206], [285, 305, 495, 444]]",3
230,billete_2067.jpg,"[[196, 217, 535, 524]]",3
231,billete_2068.jpg,"[[183, 100, 350, 270]]",3
232,billete_2069.jpg,"[[33, 183, 482, 550]]",3
233,billete_2070.jpg,"[[213, 140, 385, 335]]",3
234,billete_2071.jpg,"[[145, 146, 564, 547], [170, 74, 480, 415]]",3
235,billete_2072.jpeg,"[[48, 61, 415, 595]]",3
236,billete_2073.jpg,"[[42, 32, 530, 530]]",3
237,billete_2074.jpg,"[[317, 222, 572, 404]]",3
238,billete_2075.jpg,"[[10, 4, 259, 418]]",3
239,billete_2076.jpg,"[[64, 11, 563, 599]]",3
240,billete_2077.jpg,"[[22, 149, 549, 542]]",3
241,billete_2078.jpg,"[[97, 53, 331, 323]]",3
242,billete_2079.jpg,"[[72, 55, 392, 548]]",3
243,billete_2080.jpg,"[[123, 175, 549, 525]]",3
244,billete_2081.jpg,"[[158, 351, 358, 600]]",3
245,billete_2082.jpg,"[[247, 121, 490, 420]]",3
246,billete_2083.jpg,"[[44, 231, 467, 489]]",3
247,billete_2084.jpg,"[[60, 77, 425, 427]]",3
248,billete_2085.jpg,"[[195, 47, 482, 489]]",3
249,billete_2086.jpg,"[[202, 78, 478, 464]]",3
250,billete_2088.jpg,"[[157, 10, 588, 571]]",3
251,billete_2089.jpg,"[[240, 141, 448, 514]]",3
252,billete_2090.jpg,"[[87, 92, 474, 349]]",3
253,billete_2091.jpg,"[[144, 110, 290, 490], [289, 57, 469, 505]]",3
254,billete_2092.jpg,"[[169, 259, 453, 547]]",3
255,billete_2093.jpg,"[[137, 168, 366, 600]]",3
256,billete_2094.jpg,"[[34, 53, 586, 468]]",3
257,billete_2095.jpg,"[[41, 120, 464, 485], [312, 121, 575, 412]]",3
258,billete_2096.jpg,"[[280, 39, 479, 385]]",3
259,billete_2097.jpg,"[[185, 155, 447, 372]]",3
260,billete_2098.jpg,"[[88, 112, 392, 344]]",3
261,billete_2099.jpg,"[[62, 78, 390, 506]]",3
262,billete_2100.jpg,"[[49, 92, 557, 532]]",3
263,billete_2101.jpg,"[[205, 7, 446, 526]]",3
264,billete_2102.jpg,"[[39, 66, 567, 562]]",3
265,billete_2103.jpg,"[[137, 92, 530, 536]]",3
266,billete_2104.jpg,"[[83, 185, 292, 432]]",3
267,billete_2105.jpg,"[[69, 45, 598, 566]]",3
268,billete_2106.jpg,"[[30, 48, 522, 600]]",3
269,billete_2107.jpg,"[[21, 128, 334, 423], [217, 240, 582, 600]]",3
270,billete_2108.jpg,"[[7, 42, 432, 551]]",3
271,billete_2109.jpg,"[[205, 160, 525, 361]]",3
272,billete_2110.jpg,"[[33, 109, 531, 468], [295, 124, 600, 485]]",3
273,billete_2111.jpg,"[[126, 32, 513, 588]]",3
274,billete_2112.jpg,"[[43, 153, 556, 528]]",3
275,billete_2113.jpg,"[[35, 128, 569, 522]]",3
276,billete_2114.jpg,"[[201, 383, 411, 495]]",3
277,billete_2115.jpg,"[[171, 51, 441, 299]]",3
278,billete_2116.jpg,"[[1, 1, 270, 471], [169, 44, 553, 465]]",3
279,billete_2117.jpg,"[[141, 30, 472, 423]]",3
280,billete_2118.jpg,"[[7, 238, 330, 446], [79, 248, 353, 477], [145, 264, 401, 503], [234, 274, 475, 518], [292, 286, 532, 546]]",3
281,billete_2119.jpg,"[[17, 53, 519, 571]]",3
282,billete_2120.jpg,"[[123, 110, 471, 600]]",3
283,billete_2121.jpg,"[[182, 16, 496, 600]]",3
284,billete_2122.jpg,"[[139, 118, 460, 545]]",3
285,billete_2123.jpg,"[[60, 85, 472, 584]]",3
286,billete_2124.jpg,"[[37, 41, 563, 537]]",3
287,billete_2126.jpg,"[[0, 136, 600, 466]]",3
288,billete_2127.jpg,"[[208, 250, 405, 480]]",3
289,billete_2128.jpg,"[[52, 105, 570, 575]]",3
290,billete_2129.jpg,"[[194, 7, 449, 428]]",3
291,billete_2130.jpg,"[[63, 152, 257, 310], [176, 149, 286, 298], [210, 90, 351, 234], [252, 132, 445, 292]]",3
292,billete_2131.jpg,"[[103, 127, 463, 400]]",3
293,billete_2132.jpg,"[[211, 45, 462, 518]]",3
294,billete_2134.jpg,"[[136, 135, 390, 522]]",3
295,billete_2135.jpg,"[[108, 113, 511, 581]]",3
296,billete_2136.jpg,"[[62, 73, 580, 482]]",3
297,billete_2137.jpg,"[[142, 226, 349, 413]]",3
298,billete_2138.jpg,"[[147, 70, 553, 453]]",3
299,billete_2139.jpg,"[[220, 35, 584, 399]]",3
300,billete_2140.jpg,"[[9, 28, 504, 331]]",3
301,billete_2141.jpg,"[[268, 165, 478, 349]]",3
302,billete_2142.jpg,"[[29, 61, 554, 576]]",3
303,billete_2143.jpg,"[[48, 60, 569, 532]]",3
304,billete_2144.jpg,"[[256, 350, 352, 482], [306, 260, 443, 435], [416, 293, 545, 455], [457, 398, 551, 499]]",3
305,billete_2145.jpg,"[[81, 62, 489, 558]]",3
306,billete_2146.jpg,"[[202, 34, 502, 406]]",3
307,billete_2147.jpg,"[[200, 31, 523, 409]]",3
308,billete_2148.jpg,"[[201, 28, 524, 408]]",3
309,billete_2149.jpg,"[[71, 135, 544, 444]]",3
310,billete_2150.jpg,"[[139, 100, 577, 345]]",3
311,billete_2151.jpg,"[[140, 23, 541, 563]]",3
312,billete_2152.jpg,"[[308, 198, 422, 385]]",3
313,billete_2153.jpg,"[[307, 157, 490, 419]]",3
314,billete_2154.jpg,"[[69, 1, 420, 502]]",3
315,billete_2155.jpg,"[[218, 186, 416, 349]]",3
316,billete_2156.jpg,"[[24, 96, 425, 392]]",3
317,billete_2157.jpg,"[[260, 192, 490, 454], [313, 112, 507, 334]]",3
318,billete_2158.jpg,"[[41, 102, 534, 506]]",3
319,billete_2159.jpg,"[[228, 143, 467, 512]]",3
320,billete_2160.jpg,"[[176, 182, 460, 451]]",3
321,billete_2161.jpg,"[[208, 184, 488, 457], [238, 0, 527, 358]]",3
322,billete_2162.jpg,"[[144, 1, 394, 464]]",3
323,billete_2163.jpg,"[[174, 74, 333, 370]]",3
324,billete_2164.jpg,"[[94, 92, 505, 428]]",3
325,billete_2165.jpg,"[[70, 18, 544, 451]]",3
326,billete_2166.jpg,"[[222, 272, 429, 492]]",3
327,billete_2167.jpeg,"[[30, 1, 563, 598]]",3
328,billete_2168.jpg,"[[55, 55, 547, 561]]",3
329,billete_2169.jpg,"[[211, 182, 450, 438]]",3
330,billete_2170.jpg,"[[142, 80, 393, 397]]",3
331,billete_2171.jpg,"[[181, 195, 391, 424]]",3
332,billete_2172.jpg,"[[143, 74, 411, 508]]",3
333,billete_2173.jpg,"[[37, 0, 509, 596]]",3
334,billete_2174.jpg,"[[105, 94, 340, 415], [373, 118, 546, 297]]",3
335,billete_2175.jpg,"[[154, 36, 449, 477]]",3
336,billete_2176.jpg,"[[130, 147, 477, 569]]",3
337,billete_2177.jpg,"[[22, 118, 405, 505], [228, 161, 458, 495], [366, 169, 497, 457]]",3
338,billete_2178.jpg,"[[170, 75, 516, 570]]",3
339,billete_2179.jpg,"[[165, 23, 486, 567]]",3
340,billete_2180.jpg,"[[1, 52, 413, 507]]",3
341,billete_2181.jpg,"[[119, 30, 423, 589]]",3
342,billete_2182.jpg,"[[111, 212, 385, 506]]",3
343,billete_2183.jpg,"[[60, 47, 438, 386], [48, 144, 405, 420], [34, 305, 418, 558]]",3
344,billete_2184.jpg,"[[298, 112, 473, 447]]",3
345,billete_2185.jpg,"[[38, 20, 412, 581]]",3
346,billete_2187.jpg,"[[241, 43, 578, 583]]",3
347,billete_2188.jpg,"[[117, 13, 468, 587]]",3
348,billete_2189.jpg,"[[1, 106, 600, 549]]",3
349,billete_2240.jpg,"[[197, 192, 337, 366]]",3
350,billete_2241.jpg,"[[235, 214, 288, 305], [295, 310, 335, 398]]",3
351,billete_2242.jpg,"[[262, 220, 326, 288], [330, 253, 370, 358]]",3
352,billete_2243.jpg,"[[243, 261, 292, 407]]",3
353,billete_2244.jpg,"[[249, 249, 319, 365]]",3
354,billete_2245.jpg,"[[259, 223, 339, 381]]",3
355,billete_2246.jpg,"[[267, 57, 364, 235]]",3
356,billete_2247.jpg,"[[222, 117, 375, 363]]",3
357,billete_2248.jpg,"[[252, 196, 364, 406]]",3
358,billete_2249.jpg,"[[280, 281, 327, 334]]",3
359,billete_2250.jpg,"[[274, 169, 354, 292]]",3
360,billete_2251.jpg,"[[263, 175, 395, 318]]",3
361,billete_2252.jpg,"[[164, 236, 276, 441], [280, 188, 421, 412]]",3
362,billete_2253.jpg,"[[249, 198, 312, 323]]",3
363,billete_2254.jpg,"[[290, 284, 343, 332]]",3
364,billete_2255.jpg,"[[249, 208, 312, 414]]",3
365,billete_2256.jpg,"[[164, 239, 276, 441], [310, 158, 414, 365]]",3
366,billete_2257.jpg,"[[242, 224, 297, 325]]",3
367,billete_2258.jpg,"[[172, 238, 293, 457]]",3
368,billete_2259.jpg,"[[240, 186, 291, 330]]",3
369,billete_2260.jpg,"[[252, 2, 338, 173]]",3
370,billete_2261.jpg,"[[447, 132, 546, 249]]",3
371,billete_2262.jpg,"[[259, 31, 337, 184]]",3
372,billete_2263.jpg,"[[286, 178, 335, 274], [253, 289, 325, 360]]",3
373,billete_2264.jpg,"[[175, 105, 281, 290]]",3
374,billete_2265.jpg,"[[183, 247, 290, 351]]",3
375,billete_2266.jpg,"[[268, 262, 344, 373]]",3
376,billete_2267.jpg,"[[200, 216, 334, 358]]",3
377,billete_2268.jpg,"[[230, 96, 369, 231]]",3
378,billete_2269.jpg,"[[280, 234, 373, 375]]",3
379,billete_2270.jpg,"[[267, 128, 361, 262]]",3
380,billete_2271.jpg,"[[286, 246, 323, 344]]",3
381,billete_2272.jpg,"[[267, 274, 320, 335]]",3
382,billete_2273.jpg,"[[254, 137, 396, 278]]",3
383,billete_2274.jpg,"[[263, 142, 390, 266]]",3
384,billete_2275.jpg,"[[283, 252, 326, 319]]",3
385,billete_2276.jpg,"[[270, 258, 301, 326]]",3
386,billete_2277.jpg,"[[258, 274, 330, 334]]",3
387,billete_2278.jpg,"[[166, 149, 313, 392], [256, 190, 337, 389], [333, 202, 410, 331]]",3
388,billete_2279.jpg,"[[275, 331, 335, 404]]",3
389,billete_2280.jpg,"[[222, 204, 339, 375]]",3
390,billete_2281.jpg,"[[269, 204, 324, 295]]",3
391,billete_2282.jpg,"[[240, 228, 345, 359]]",3
392,billete_2283.jpg,"[[279, 240, 327, 331]]",3
393,billete_2284.jpg,"[[177, 131, 289, 287]]",3
394,billete_2285.jpg,"[[163, 235, 276, 440], [280, 195, 421, 411], [389, 142, 547, 372], [493, 113, 600, 331]]",3
395,billete_2286.jpg,"[[260, 251, 335, 332]]",3
396,billete_2287.jpg,"[[210, 267, 278, 413]]",3
397,billete_2288.jpg,"[[267, 219, 335, 427]]",3
398,billete_2289.jpg,"[[257, 227, 337, 326]]",3
399,billete_2290.jpg,"[[230, 85, 314, 175]]",3
400,billete_2291.jpg,"[[240, 247, 370, 367]]",3
401,billete_2292.jpg,"[[258, 255, 317, 333]]",3
402,billete_2293.jpg,"[[180, 169, 303, 375]]",3
403,billete_2294.jpg,"[[254, 281, 299, 362]]",3
404,billete_2295.jpg,"[[267, 264, 323, 368]]",3
405,billete_2296.jpg,"[[258, 259, 325, 355]]",3
406,billete_2297.jpg,"[[262, 204, 361, 399]]",3
407,billete_2298.jpg,"[[245, 279, 367, 375]]",3
408,billete_2299.jpg,"[[235, 291, 288, 403]]",3
409,billete_2300.jpg,"[[264, 277, 311, 325]]",3
410,billete_2301.jpg,"[[253, 330, 332, 434]]",3
411,billete_2302.jpg,"[[265, 245, 349, 329]]",3
412,billete_2303.jpg,"[[266, 246, 360, 351]]",3
413,billete_2304.jpg,"[[281, 240, 310, 296]]",3
414,billete_2305.jpg,"[[257, 237, 314, 428]]",3
415,billete_2306.jpg,"[[178, 91, 289, 328]]",3
416,billete_2307.jpg,"[[272, 270, 308, 350]]",3
417,billete_2308.jpg,"[[266, 226, 348, 361]]",3
418,billete_2309.jpg,"[[163, 70, 288, 303]]",3
419,billete_2310.jpg,"[[208, 172, 259, 307]]",3
420,billete_2311.jpg,"[[265, 255, 390, 355]]",3
421,billete_2312.jpg,"[[169, 63, 228, 171]]",3
422,billete_2313.jpg,"[[163, 234, 276, 440], [280, 195, 420, 411], [414, 181, 574, 377]]",3
423,billete_2314.jpg,"[[153, 137, 304, 295]]",3
424,billete_2315.jpg,"[[263, 215, 325, 296], [279, 313, 337, 412]]",3
425,billete_2316.jpg,"[[216, 201, 335, 408]]",3
